Code;New Code;Strand;Goal;Goal Short Name;Objective;Keywords;Challenge;Core / Elective;Progressing;Backend;Business;Design;Frontend;Game Design;Game Developer;Project Management
TEC118;TCH-08-005;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can perform cryptographic operations securely and efficiently with CryptoKit;Supporting Frameworks, Essentials, Cryptographically Secure Hashes, Message Authentication Codes, Ciphers, Public-Key Cryptography, Errors,;;;;;;;;;;
TEC119;TCH-08-006;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can display information about users’ contacts in a graphical interface with ContactsUI;Supporting Frameworks, Contact Viewer, Contact Pickers,;;;;;;;;;;
TEC120;TCH-08-007;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can accelerate training and validation of neural networks using the CPU and GPUs with ML Compute;Supporting Frameworks, MLCTensor, Layers, Training and Validation, ;;;;Progressing;;;;;;
TEC121;TCH-08-008;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can request and process Apple Pay payments in my app. Create,  distribute,  and update passes for the Wallet app with PassKit;Supporting Frameworks, Apple Pay Support, Wallet Support, Structures, Classes,;;;;Proficient;;;Beginning;;;
TEC122;TCH-08-009;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can provide users the ability to sign in to my apps and websites using their Apple ID with Sign in with Apple;Supporting Frameworks, Sign in with Apple JS, Sign in with Apple REST API, Transfers Across Teams,;;;;;;;;;;
TEC123;TCH-08-010;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can create previews of files to use inside my app,  or perform simple edits on previews with QuickLook;Supporting Frameworks, Previews and Thumbnails,;;;;;;;;;;
TEC124;TCH-08-011;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can detect the contours of the edges of an image with Vision;Supporting Frameworks, VNDetectContoursRequest, VNContoursObservation, VNContour,;;;;;;;;;Progressing;
TEC125;TCH-08-012;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can create a user interface for composing email and text messages,  so users can edit and send messages without leaving my app with MessageUI;Supporting Frameworks, Email Composition Interface, Message Composition Interface,;;;;;;;;;;
TEC126;TCH-08-013;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can analyze natural language text and deduce its language-specific metadata with Natural Language;Supporting Frameworks, Tokenization, Language Identification, Linguistic Tags, Text Embedding, Natural Language Models,;;;;;;;;;;
TEC127;TCH-08-014;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can use the iOS camera to scan documents like those you capture in the Notes app with VisionKit;Supporting Frameworks, Document Scanning,;;;;;;;;;;
TEC128;TCH-08-015;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can determine the geometries of various Vision types with Vision;Supporting Frameworks, VNGeometryUtils, VNVideoProcessor, VNCircle, VNVector,;;;;;;;;;Progressing;
TEC129;TCH-08-016;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can demonstrate how to use Composition Interfaces with Social;Supporting Frameworks, Composition Interfaces, Server Communication,;;;;;;;;;;
TEC130;TCH-08-017;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can find rectangular features like cards and signs in images with Vision;Supporting Frameworks, VNDetectRectanglesRequest, VNRectangleObservation,;;;;;;;Beginning;;Progressing;
TEC131;TCH-08-018;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can process accelerometer,  gyroscope,  pedometer,  and environment-related events with Core Motion;Supporting Frameworks, First Steps, Device Motion, Accelerometers, Gyroscopes, Pedometer, Magnetometer, Altitude, Headphone Motion Manager, Historical Data, Common Data, Movement Disorder Manager,;;;;;;;;;Proficient;
TEC132;TCH-08-019;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can secure the data my app manages,  and control access to my app with Security;Supporting Frameworks, Authorization and Authentication, Secure Data, Secure Code, Cryptography, Result Codes, Legacy Interfaces,;;;;;;;Beginning;;;
TEC133;TCH-08-020;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I know how to execute code concurrently on multicore hardware with Dispatch;Supporting Frameworks, Queues and Tasks, Quality of Service, System Event Monitoring, Task Synchronization, Time Constructs, Dispatch Objects,;;;;;;;;;Progressing;
TEC134;TCH-08-021;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can recognize various animals in an image with Vision;Supporting Frameworks, VNRecognizeAnimalsRequest,;;;;;;;;;Exemplary;
TEC135;TCH-08-022;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can apply Vision algorithms to identify objects in real-time video with Vision;Supporting Frameworks, VNRecognizedObjectObservation,;;;;;;;;;Progressing;
TEC136;TCH-08-023;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can manage Files and Data Persistence with Foundation;Supporting Frameworks, File System, Archives and Serialization, Preferences, Spotlight, iCloud,;MC3;;;Progressing;;;Progressing;;;
TEC137;TCH-08-024;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I know how to access operating-system services with Foundation;Supporting Frameworks, Task Management, Resources, Notifications, App Extension Support, Errors and Exceptions, Scripting Support,;;;;;;;;;Proficient;
TEC138;TCH-08-025;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can find regions of visible text in an image with Vision;Supporting Frameworks, VNDetectTextRectanglesRequest, VNTextObservation, VNRecognizeTextRequest, VNRecognizedTextObservation,;;;;Exemplary;;;;;;
TEC139;TCH-08-026;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can create network connections to send and receive data using transport and security protocols with Network;Supporting Frameworks, Essentials, Connections and Listeners, Network Protocols, Network Security, Paths and Interfaces, Errors, Network Debugging,;NCX;;;Exemplary;;;Progressing;;;
TEC140;TCH-08-027;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can persist or cache data and support undo on a single device with Core Data;Supporting Frameworks, Essentials, Data Modeling, Fetch Requests, CloudKit Mirroring, Change Processing, Background Tasks, Data Migration,;MC3;;;;;;;;Progressing;
TEC141;TCH-08-028;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can perform image analysis to find faces and rectangular regions containing humans in an image with Vision;Supporting Frameworks, VNDetectFaceRectanglesRequest, VNFaceObservation, VNDetectFaceLandmarksRequest, VNDetectHumanRectanglesRequest, VNDetectFaceCaptureQualityRequest,;;;;;;;;;;
TEC142;TCH-08-029;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can handle user requests for my app’s services that originate from Siri or Maps with SiriKit;Supporting Frameworks, Essentials, Siri Intents, Shortcuts, Siri Event Suggestions, Siri Domains, Custom Siri and Maps Displays, Custom Vocabulary, Common Objects Classes,;;;;;;;;;;
TEC143;TCH-08-030;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can gain low-level access to the Objective-C runtime and the Objective-C root types with the Objective-C Runtime;Supporting Frameworks, Classes, Protocols, Structures, Reference, Enumerations,;;;;;;;;;;
TEC144;TCH-08-031;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can demonstrate alignment manipulation between two images with Vision;Supporting Frameworks, VNTargetedImageRequest, VNImageRegistrationRequest, VNImageAlignmentObservation, VNTranslationalImageRegistrationRequest, VNImageTranslationAlignmentObservation, VNHomographicImageRegistrationRequest, VNImageHomographicAlignmentObservation,;;;;;;;;;;
TEC145;TCH-08-032;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can integrate machine learning models into your app with Core ML;Supporting Frameworks, First Steps, Computer Vision, Natural Language, App Size Management, Core ML API,;NCX;;;Progressing;;;Progressing;;;
TEC146;TCH-08-033;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I know how to obtain the geographic location and orientation of a device with Core Location;Supporting Frameworks, Essentials, Authorization, Location Updates, Region Monitoring, iBeacon, Compass Headings, Geocoding, Errors,;;;;Proficient;;;Progressing;;;
TEC147;TCH-08-034;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can push user-facing notifications to the user's device with UserNotifications;Supporting Frameworks, Essentials, Notification Management, Remote Notifications, Notification Requests, Notification Content, Triggers, Notification Categories and User Actions, Notification Responses, Notification Service App Extension, Entitlements,;;;;;;;;;Exemplary;
TEC148;TCH-08-035;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can locate and demarcate rectangles,  barcodes,  and text in images using the Vision framework with Vision;Supporting Frameworks, VNImageRequestHandler, VNClassifyImageRequest, VNRequest, VNObservation,;;;;;;;;;;
TEC149;TCH-08-036;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can create machine learning models for use in my app with Create ML;Supporting Frameworks, Image Models, Video Models, Text Models, Sound Models, Motion Models, Tabular Models, Tabular Data, Model Accuracy, Model Training Control, Supporting Types,;NCX;;;;;;;;;
TEC150;TCH-08-037;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I know how to retrieve data and derived metrics from an iPhone’s sensors,  or from a paired Apple Watch with SensorKit;Supporting Frameworks, Classes, Protocols, Reference,;;;;;;;;;Beginning;
TEC151;TCH-08-038;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can chat with my customers using the Messages app with Business Chat;Supporting Frameworks, First Steps, Chat with Customers, Classes,;;;;;;;Progressing;;;
TEC152;TCH-08-039;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can create an app clip to make some of my app’s functionality available to users who don’t have the full app installed with AppClip;Supporting Frameworks, Essentials, App Clip Launch, App Clip and Corresponding App, Notifications, App Clip Distribution,;;;;;;;;;;
TEC153;TCH-08-040;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can detect the trajectories of shapes moving along a parabolic path with Vision;Supporting Frameworks, VNDetectTrajectoriesRequest, VNTrajectoryObservation, ;;;;;;;;;;
TEC154;TCH-08-041;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can determine the horizon angle in an image with Vision;Supporting Frameworks, VNDetectHorizonRequest, VNHorizonObservation,;;;;;;;;;;
TEC155;TCH-08-042;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can create apps that help people better understand and manage their health with CareKit;Supporting Frameworks, Essentials, Data Management, Tasks and Outcomes, Patient Data, User Interface, Data Customization,;;;;Proficient;;;;;;
TEC156;TCH-08-043;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I know how to support in-app purchases and interactions with the App Store with StoreKit;Supporting Frameworks, In-App Purchase, App Receipt Validation, Recommendations and Reviews, Apple Music, Apple Arcade, Errors,;;;;;;;Progressing;;Exemplary;
TEC157;TCH-08-044;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I know how to reate,  view,  and edit calendar and reminder events with EventKit;Supporting Frameworks, First Steps, Events and Reminders, Calendars, Recurrence, Alarms, Common Objects, Errors,;;;;Beginning;;;;;;
TEC158;TCH-08-045;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can respond to push notifications related to my app’s complications,  file providers,  and VoIP services with PushKit;Supporting Frameworks, Registration, Push Types, Payload,;;;;;;;;;;
TEC159;TCH-08-046;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can isolate regions in an image that are most likely to draw people's attention with Vision;Supporting Frameworks, VNGenerateAttentionBasedSaliencyImageRequest, VNGenerateObjectnessBasedSaliencyImageRequest, VNSaliencyImageObservation,;;;;;;;Progressing;;;
TEC160;TCH-08-047;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can access the user's contacts and format and localize contact information with Contacts;Supporting Frameworks, Essentials, Contact Data, Fetch and Save Requests, Change History Data, Formatters, Errors,;;;;;;;;;;
TEC161;TCH-08-048;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can find and recognizes barcodes in an image with Vision;Supporting Frameworks, VNBarcodeSymbology, VNDetectBarcodesRequest, VNBarcodeObservation,;;;;;;;;;;
TEC162;TCH-08-049;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can locate and interact with nearby devices using distance,  direction,  and identifier with NearbyInteraction;Supporting Frameworks, Essentials, Interaction Sessions, Peer Data, Session Lifecycle,;;;;;;;Progressing;;;
TEC163;TCH-08-050;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can customize the interface that displays local and remote notifications with UserNotificationsUI;Supporting Frameworks, Notification Content App Extension,;;;;;;;;;Beginning;
TEC164;TCH-08-051;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can perform speech recognition on audio,  receive transcriptions,  alternative interpretations,  and confidence levels of the results with Speech;Supporting Frameworks, Essentials, Audio Sources, In-Progress Requests, Transcription Results,;;;;;;;Beginning;;;
TEC165;TCH-08-052;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I know how to work with image and video assets managed by the Photos app with PhotoKit;Supporting Frameworks, Shared Photo Library, Asset Retrieval, Asset Loading, Live Photos, Asset Resource Management, Photo Editing Extensions, macOS Photos Project Extensions, Visual Media Selection,;;;;;;;;;;
TEC166;TCH-08-053;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can create app extensions that allow users to send text,  stickers,  media files,  and interactive messages with Messages;Supporting Frameworks, Effects Support, Custom Sticker Packs, Custom iMessage App Interface, Message Content, Interactive Messages, Errors,;;;;;;;;;;
TEC167;TCH-08-054;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can help users access and manage their external accounts from within my app,  without requiring them to enter login credentials with Accounts;Supporting Frameworks, Account Management, Account Types, Errors,;;;;;;;;;;
TEC168;TCH-08-055;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can authenticate users biometrically or with a passphrase they already know with LocalAuthentication;Supporting Frameworks, First Steps, Authentication and Access, Errors,;;;;;;;;;;
TEC169;TCH-08-056;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can integrate in my audio,  communication,  navigation,  parking,  EV charging and food ordering apps with CarPlay;Supporting Frameworks, Essentials, CarPlay Integration, General Purpose Templates, Audio, Navigation, Location and Summary, Communication, Actions and Alerts, Related Types, Classes,;;;;;;;Beginning;;;
TEC170;TCH-08-057;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can make it easy for users to log into apps and services with AuthenticationServices;Supporting Frameworks, Sign In with Apple, Password-Based Login, Web-Based Login, Enterprise Single Sign-On, AutoFill Credential Provider Support, Web Browser Authentication Session Support, Classes,;;;;;;;;;;
TEC171;TCH-08-058;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can detect and track faces from the selfie cam feed in real time with Vision;Supporting Frameworks, VNTrackingRequest, VNTrackRectangleRequest, VNTrackObjectRequest, VNDetectedObjectObservation,;;;;;;;;;;
TEC172;TCH-08-059;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can implement a COVID-19 exposure notification system that protects user privacy with ExposureNotification;Supporting Frameworks, Essentials, Exposures, Status, Errors,;;;;;;;;;;
TEC173;TCH-08-060;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I know how to use built-in or custom filters to process still and video images with Core Image;Supporting Frameworks, First Steps, Type-Safe Filters, Filter Recipes, Custom Filters, Custom Image Processors, Custom Render Destination, Feedback-Based Processing, Barcode Descriptions, Image Feature Detection, Image Units,;;;;;;;;;Progressing;
TEC174;TCH-08-061;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can add the capability to detect human body poses to my app with Vision;Supporting Frameworks, VNDetectHumanBodyPoseRequest, VNPoint, VNDetectedPoint, VNDetectHumanHandPoseRequest,;;;;Exemplary;;;Progressing;;;
TEC175;TCH-08-062;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can customize handling of asynchronous events by combining event-processing operators with Combine;Supporting Frameworks, Essentials, Publishers, Convenience Publishers, Connectable Publishers, Subscribers, Subjects, Schedulers, Combine Migration, Observable Objects, Encoders and Decoders,;;;;Proficient;;;Proficient;;;
TEC176;TCH-08-063;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I know how to display map or satellite imagery within my app with MapKit;Supporting Frameworks, Essentials, Map Coordinates, Map Customization, Annotations and Overlays, Geographical Features, Directions, Local Search, Points of Interest, Static Map Snapshots, Errors,;;;;;;;;;;
TEC177;TCH-08-064;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can access and share health and fitness data while maintaining the user’s privacy and control with HealthKit;Supporting Frameworks, Essentials, Health Data, Workout Data, Errors,;;;;;;;;;;
TEC178;TCH-08-065;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can communicate with,  configure,  and control home automation accessories with HomeKit;Supporting Frameworks, Essentials, The Home Manager, Accessories, Action Sets, Errors,;;;;Exemplary;;;Exemplary;;;
TEC179;TCH-08-066;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can access essential data types,  collections and formatters with Foundation;Supporting Frameworks, Numbers,  Data,  and Basic Values, Strings and Text, Collections, Dates and Times, Units and Measurement, Data Formatting, Filters and Sorting,;;;;;;;;;Progressing;
TEC180;TCH-08-067;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can preprocess photos using the Vision framework and classify them with a Core ML model with Vision;Supporting Frameworks, VNCoreMLRequest, VNClassificationObservation, VNPixelBufferObservation, VNCoreMLFeatureValueObservation,;;;;;;;;;;
TEC181;TCH-08-068;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can show relevant,  glanceable content from my app on the iOS Home screen or macOS Notification Center with WidgetKit;Supporting Frameworks, Widget Creation, Configurable Widgets, Timeline Management, User Interface, Smart Stacks, Previews in Xcode,;;;;Progressing;;;Beginning;;;
TEC182;TCH-08-069;Technical;Learn how to use Supporting Frameworks;Supporting Frameworks;I can support peer-to-peer connectivity and the discovery of nearby devices with MultipeerConnectivity;Supporting Frameworks, Multipeer,;;;;Exemplary;;;Exemplary;;;
TEC015;TCH-01-015;Technical;Learn how to work with Developer Tools;Developer Tools;I can evaluate privacy, security and performance risks involved when using third-party components (resources) like external libraries, frameworks, source code and tools. ;Developer Tools, third-party components, ;MC3;Core;Progressing;Proficient;;;Exemplary;;;
